model,condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
sarvam,A,1,My landlord did not give back my money,My landlord did not give back my money,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,"The situation describes a financial dispute where money was paid (as a deposit) but not returned by the other party, which is a classic example of a consumer/money/debt issue."
sarvam,A,2,My employer did not pay me this month,My employer did not pay me this month,Work/Employment,,Work/Employment,Consumer/Money/Debt,Courts/Legal-System,0.95,True,True,False,"The situation describes a failure by an employer to pay wages, which is a direct violation of employment rights and obligations. The core of the problem is the employment relationship and the non-payment of earned compensation."
sarvam,A,3,Someone broke my fence and did not fix it,Someone broke my fence and did not fix it,Torts/Individuals,,Torts/Individuals,Land/Property,Courts/Legal-System,0.90,True,True,False,"Property damage caused by another person's negligence, with no action taken to fix it."
sarvam,A,4,I gave someone money and they disappeared,I gave someone money and they disappeared,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.95,True,True,False,"The situation describes a financial transaction (lending money) that resulted in a debt, and the other party has failed to repay it and disappeared. This is a classic example of a debt or loan repayment issue, which falls squarely under Consumer/Money/Debt."
sarvam,A,5,My neighbor took my land,My neighbor took my land,Land/Property,,Land/Property,Housing,Torts/Individuals,0.95,True,True,False,"The situation directly involves a dispute over land ownership and possession by a neighbor, which is the core of the Land/Property category."
sarvam,A,6,After someone hit me with a stick my hand hurts,After someone hit me with a stick my hand hurts,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.95,True,True,False,"ಈ ಪರಿಸ್ಥಿತಿಯು ಇನ್ನೊಬ್ಬ ವ್ಯಕ್ತಿಯ ದೈಹಿಕ ಕ್ರಮದಿಂದ ಉಂಟಾದ ವೈಯಕ್ತಿಕ ಗಾಯವನ್ನು ವಿವರಿಸುತ್ತದೆ, ಇದು ಟಾರ್ಟ್ (tort) ಕಾನೂನಿನ ಅಡಿಯಲ್ಲಿ ಬರುವ ಒಂದು ಶ್ರೇಷ್ಠ ಉದಾಹರಣೆಯಾಗಿದೆ."
sarvam,A,7,My boss told me to leave without any reason,My boss told me to leave without any reason,Work/Employment,,Work/Employment,Courts/Legal-System,Consumer/Money/Debt,0.95,True,True,False,"The situation describes a dispute with an employer about being told to leave without a reason, which is a classic work/employment issue involving termination or dismissal."
sarvam,A,8,The person I lent money to is not returning it,The person I lent money to is not returning it,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.95,True,True,False,"The situation describes a financial dispute where a loan was made and not repaid. This directly aligns with the Consumer/Money/Debt category, which covers money owed but not paid, loans not repaid, and contract breaches involving payment."
sarvam,A,9,Someone came into my house without my permission,Someone came into my house without my permission,Housing,,Housing,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,"Unauthorized entry into a private residence is a housing-related issue involving trespass or violation of occupancy rights, similar to 'Someone came into my house without asking'."
sarvam,A,10,They want more money than what we decided,They want more money than what we decided,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.85,True,True,False,"Financial disagreement over the amount of money owed based on a prior agreement, which is a classic consumer/money/debt issue."
